n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
6,20,0,7.627416666666668,0.6821006552713231,0,7.346,0,7.346,496
6,20,0,7.627416666666668,0.6821006552713231,4,8.796,4,8.796,19807
6,20,0,7.627416666666668,0.6821006552713231,2,8.849,1,8.419,5051
6,20,0,7.627416666666668,0.6821006552713231,0,9.187,0,9.187,10717
6,20,0,7.627416666666668,0.6821006552713231,1,8.095,3,8.055,5719
6,20,0,7.627416666666668,0.6821006552713231,1,9.075,5,7.978,14509
6,20,0,7.627416666666668,0.6821006552713231,5,8.982,5,8.982,8078
6,20,0,7.627416666666668,0.6821006552713231,0,8.608,0,8.608,12737
6,20,0,7.627416666666668,0.6821006552713231,5,9.032,5,9.032,7105
6,20,0,7.627416666666668,0.6821006552713231,5,8.245,5,8.245,30094
3,40,0,7.627416666666668,0.6821006552713231,0,8.273,0,8.273,6793
3,40,0,7.627416666666668,0.6821006552713231,1,8.626,1,8.626,9030
3,40,0,7.627416666666668,0.6821006552713231,2,9.061,1,7.774,4939
3,40,0,7.627416666666668,0.6821006552713231,2,7.658,2,7.658,3381
3,40,0,7.627416666666668,0.6821006552713231,2,8.109,1,7.767,2343
3,40,0,7.627416666666668,0.6821006552713231,0,7.576,0,7.576,4705
3,40,0,7.627416666666668,0.6821006552713231,2,8.774,2,8.774,4536
3,40,0,7.627416666666668,0.6821006552713231,1,7.968,2,7.033,43425
3,40,0,7.627416666666668,0.6821006552713231,0,7.887,0,7.887,3895
3,40,0,7.627416666666668,0.6821006552713231,1,7.965,1,7.965,12290
3,40,0,7.627416666666668,0.6821006552713231,1,7.471,1,7.471,4821
3,40,0,7.627416666666668,0.6821006552713231,0,8.49,2,8.003,17928
3,40,0,7.627416666666668,0.6821006552713231,2,8.731,1,7.315,4789
3,40,0,7.627416666666668,0.6821006552713231,2,8.846,0,6.972,11790
3,40,0,7.627416666666668,0.6821006552713231,0,6.96,0,6.96,353
3,40,0,7.627416666666668,0.6821006552713231,1,9.768,0,8.731,4423
3,40,0,7.627416666666668,0.6821006552713231,0,8.014,1,7.597,9254
3,40,0,7.627416666666668,0.6821006552713231,0,8.022,2,7.245,7736
3,40,0,7.627416666666668,0.6821006552713231,0,8.063,1,7.747,9420
3,40,0,7.627416666666668,0.6821006552713231,2,8.501,2,8.501,9657
2,60,0,7.627416666666668,0.6821006552713231,0,7.777,0,7.777,1206
2,60,0,7.627416666666668,0.6821006552713231,0,7.916,0,7.916,349
2,60,0,7.627416666666668,0.6821006552713231,0,,,,0
2,60,0,7.627416666666668,0.6821006552713231,1,7.082,1,7.082,551
2,60,0,7.627416666666668,0.6821006552713231,1,9.958,1,9.958,7468
2,60,0,7.627416666666668,0.6821006552713231,0,6.803,0,6.803,402
2,60,0,7.627416666666668,0.6821006552713231,0,8.322,1,7.888,6772
2,60,0,7.627416666666668,0.6821006552713231,1,6.829,0,6.56,12122
2,60,0,7.627416666666668,0.6821006552713231,1,9.634,1,9.634,343
2,60,0,7.627416666666668,0.6821006552713231,0,7.472,0,7.472,541
2,60,0,7.627416666666668,0.6821006552713231,0,6.701,0,6.701,11150
2,60,0,7.627416666666668,0.6821006552713231,1,7.866,1,7.866,401
2,60,0,7.627416666666668,0.6821006552713231,1,7.767,0,6.913,12465
2,60,0,7.627416666666668,0.6821006552713231,1,7.175,0,6.963,3850
2,60,0,7.627416666666668,0.6821006552713231,0,9.138,1,7.339,8762
2,60,0,7.627416666666668,0.6821006552713231,1,,,,0
2,60,0,7.627416666666668,0.6821006552713231,0,7.744,0,7.744,9020
2,60,0,7.627416666666668,0.6821006552713231,0,7.811,0,7.811,402
2,60,0,7.627416666666668,0.6821006552713231,1,7.776,1,7.776,1168
2,60,0,7.627416666666668,0.6821006552713231,1,8.253,0,7.922,3327
3,40,0,7.627416666666668,0.6821006552713231,0,7.316,0,7.316,458
3,40,0,7.627416666666668,0.6821006552713231,1,7.109,1,7.109,2361
3,40,0,7.627416666666668,0.6821006552713231,0,7.06,0,7.06,414
3,40,0,7.627416666666668,0.6821006552713231,1,8.275,2,6.928,7249
3,40,0,7.627416666666668,0.6821006552713231,2,8.034,2,8.034,719
3,40,0,7.627416666666668,0.6821006552713231,0,8.4,2,7.453,5973
3,40,0,7.627416666666668,0.6821006552713231,0,8.331,2,8.183,10101
3,40,0,7.627416666666668,0.6821006552713231,0,7.071,1,6.596,8694
3,40,0,7.627416666666668,0.6821006552713231,0,8.79,0,8.79,455
3,40,0,7.627416666666668,0.6821006552713231,1,8.967,2,7.112,19068
3,40,0,7.627416666666668,0.6821006552713231,2,7.75,2,7.75,389
3,40,0,7.627416666666668,0.6821006552713231,0,7.486,2,7.295,3475
3,40,0,7.627416666666668,0.6821006552713231,1,8.333,2,7.84,11196
3,40,0,7.627416666666668,0.6821006552713231,0,7.958,0,7.958,12404
3,40,0,7.627416666666668,0.6821006552713231,1,7.926,1,7.926,384
3,40,0,7.627416666666668,0.6821006552713231,0,9.524,0,9.524,477
3,40,0,7.627416666666668,0.6821006552713231,1,6.206,2,6.199,558
3,40,0,7.627416666666668,0.6821006552713231,2,7.759,2,7.759,2097
3,40,0,7.627416666666668,0.6821006552713231,1,8.24,1,8.24,443
3,40,0,7.627416666666668,0.6821006552713231,0,7.781,0,7.781,487
2,60,0,7.627416666666668,0.6821006552713231,1,7.483,0,7.171,30883
2,60,0,7.627416666666668,0.6821006552713231,0,6.799,0,6.799,13354
2,60,0,7.627416666666668,0.6821006552713231,1,7.414,1,7.414,3711
2,60,0,7.627416666666668,0.6821006552713231,0,,,,0
2,60,0,7.627416666666668,0.6821006552713231,0,7.452,0,7.452,2703
2,60,0,7.627416666666668,0.6821006552713231,0,7.418,0,7.418,373
2,60,0,7.627416666666668,0.6821006552713231,0,6.628,0,6.628,397
2,60,0,7.627416666666668,0.6821006552713231,1,8.308,1,8.308,536
2,60,0,7.627416666666668,0.6821006552713231,1,6.875,1,6.875,672
2,60,0,7.627416666666668,0.6821006552713231,1,7.765,1,7.765,541
2,60,0,7.627416666666668,0.6821006552713231,0,10.483,0,10.483,434
2,60,0,7.627416666666668,0.6821006552713231,0,,,,0
2,60,0,7.627416666666668,0.6821006552713231,1,7.947,0,7.762,1428
2,60,0,7.627416666666668,0.6821006552713231,1,6.631,1,6.631,4239
2,60,0,7.627416666666668,0.6821006552713231,0,7.769,0,7.769,315
2,60,0,7.627416666666668,0.6821006552713231,1,6.833,1,6.833,586
2,60,0,7.627416666666668,0.6821006552713231,0,7.911,0,7.911,379
2,60,0,7.627416666666668,0.6821006552713231,0,7.265,0,7.265,500
2,60,0,7.627416666666668,0.6821006552713231,1,8.556,1,8.556,5981
2,60,0,7.627416666666668,0.6821006552713231,0,8.066,0,8.066,480
4,30,0,7.627416666666668,0.6821006552713231,0,7.725,3,7.603,1560
4,30,0,7.627416666666668,0.6821006552713231,0,8.546,3,7.638,10990
4,30,0,7.627416666666668,0.6821006552713231,0,8.376,0,8.376,683
4,30,0,7.627416666666668,0.6821006552713231,1,8.485,1,8.485,3173
4,30,0,7.627416666666668,0.6821006552713231,0,8.965,3,7.654,6494
4,30,0,7.627416666666668,0.6821006552713231,3,8.316,2,7.232,7532
4,30,0,7.627416666666668,0.6821006552713231,2,8.375,2,8.375,2278
4,30,0,7.627416666666668,0.6821006552713231,0,9.401,3,8.938,9010
4,30,0,7.627416666666668,0.6821006552713231,1,8.932,1,8.932,9345
4,30,0,7.627416666666668,0.6821006552713231,3,7.85,3,7.85,409
4,30,0,7.627416666666668,0.6821006552713231,2,8.649,2,8.649,3923
4,30,0,7.627416666666668,0.6821006552713231,0,8.26,0,8.26,985
4,30,0,7.627416666666668,0.6821006552713231,1,8.455,1,8.455,2982
4,30,0,7.627416666666668,0.6821006552713231,2,7.355,2,7.355,4399
4,30,0,7.627416666666668,0.6821006552713231,2,7.799,2,7.799,1926
4,30,0,7.627416666666668,0.6821006552713231,3,7.513,3,7.513,3279
4,30,0,7.627416666666668,0.6821006552713231,2,8.56,2,8.56,3161
4,30,0,7.627416666666668,0.6821006552713231,0,8.987,2,8.175,22489
4,30,0,7.627416666666668,0.6821006552713231,1,9.157,3,7.391,26910
4,30,0,7.627416666666668,0.6821006552713231,1,8.38,2,8.193,4556
