$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
3,7.621,0,6.915,60180,95.0
0,7.97,4,7.643,19883,95.0
1,8.852,4,6.701,86525,95.0
0,7.227,3,6.861,41760,95.0
2,8.85,1,7.417,37392,95.0
4,7.088,4,7.088,32118,95.0
4,8.612,3,6.406,53831,95.0
0,9.405,3,5.266,52774,95.0
3,8.48,0,5.916,31690,95.0
3,8.335,3,8.335,37976,95.0
1,8.763,0,7.202,61145,95.0
3,6.7,0,6.632,23553,95.0
2,7.473,3,6.253,37884,95.0
1,9.285,3,6.005,35715,95.0
0,6.776,1,6.383,32768,95.0
4,7.742,1,5.904,20554,95.0
3,8.331,1,6.621,54273,95.0
1,8.731,0,6.032,26235,95.0
3,7.872,0,5.249,26612,95.0
0,8.197,1,6.498,102477,95.0
2,7.752,3,7.332,40528,95.0
0,8.146,1,7.968,48599,95.0
4,8.406,4,8.406,107016,95.0
3,8.197,3,8.197,72177,95.0
4,8.792,4,8.792,23424,95.0
2,8.301,1,6.563,78849,95.0
0,8.624,1,6.873,37287,95.0
2,9.799,3,7.833,57560,95.0
0,8.42,2,6.836,50017,95.0
2,8.045,0,6.223,54722,95.0
4,7.899,4,7.899,124288,145.0
3,8.51,1,7.74,33411,145.0
1,7.734,1,7.734,80193,145.0
4,8.419,4,8.419,71162,145.0
2,8.607,1,4.482,87130,145.0
4,9.652,4,9.652,33945,145.0
4,7.073,4,7.073,99058,145.0
1,8.667,4,6.287,88757,145.0
3,6.566,4,6.214,31193,145.0
2,9.239,2,9.239,58499,145.0
1,8.138,4,6.527,41811,145.0
2,7.494,3,6.939,55835,145.0
0,8.179,1,5.962,54430,145.0
1,8.939,3,7.779,60473,145.0
0,7.996,4,7.435,94677,145.0
3,9.153,0,7.125,19859,145.0
3,7.24,1,6.319,47167,145.0
4,8.571,3,7.262,27077,145.0
3,10.158,2,7.737,154730,145.0
2,8.287,1,5.32,79621,145.0
2,7.491,2,7.491,58409,145.0
3,7.156,1,6.51,67064,145.0
0,6.741,3,5.846,34779,145.0
1,10.071,2,6.446,46318,145.0
0,8.773,2,7.602,59573,145.0
0,8.185,2,6.672,22315,145.0
0,8.228,1,6.151,83761,145.0
0,8.298,1,7.774,60381,145.0
3,7.268,0,7.145,85908,145.0
0,8.138,2,5.858,89467,145.0
2,8.295,3,6.88,124007,145.0
0,8.2,2,7.097,23146,145.0
2,7.335,1,5.177,93212,145.0
1,8.549,1,8.549,55420,145.0
3,8.801,3,8.801,71747,145.0
0,7.864,4,6.532,39371,145.0
2,7.202,2,7.202,88287,145.0
4,7.955,3,7.177,33331,145.0
2,6.411,0,6.276,110160,145.0
4,6.634,3,5.899,93400,145.0
1,7.73,4,6.986,51191,145.0
1,7.614,4,7.32,189069,145.0
3,7.624,4,6.87,94942,145.0
4,8.545,2,6.569,87620,145.0
4,8.189,4,8.189,85786,145.0
4,8.71,1,5.732,28171,145.0
1,8.507,3,7.884,63054,145.0
0,7.937,0,7.937,86920,145.0
0,9.345,4,6.275,83797,145.0
3,7.66,1,6.6,56447,145.0
0,8.144,0,8.144,57925,145.0
2,7.516,4,7.025,17116,145.0
3,10.281,3,10.281,83379,145.0
4,7.811,4,7.811,151996,145.0
2,6.953,0,4.933,32018,145.0
2,8.245,2,8.245,45867,145.0
2,7.015,0,6.638,38338,145.0
1,7.945,4,6.457,64450,145.0
1,8.301,0,6.273,84033,145.0
1,9.266,1,9.266,38986,145.0
1,8.79,1,8.79,32357,145.0
0,8.641,0,8.641,46885,145.0
4,9.543,2,8.495,116434,145.0
1,7.481,0,7.456,71933,145.0
2,6.55,4,6.465,94365,145.0
0,9.135,4,6.941,26545,145.0
1,7.06,4,6.741,116580,145.0
2,7.418,4,5.936,80488,145.0
2,8.406,2,8.406,97862,145.0
2,7.311,1,6.512,59099,145.0
3,8.591,1,8.37,39321,145.0
2,7.97,1,6.602,92113,145.0
4,8.757,0,7.379,60078,145.0
4,8.156,1,7.173,68393,145.0
4,8.996,1,8.751,38226,145.0
3,8.727,3,8.727,50888,145.0
2,9.739,3,6.123,156346,145.0
1,6.91,4,6.647,48839,145.0
0,9.143,4,6.302,177754,145.0
4,10.064,0,7.377,22556,145.0
0,7.695,3,6.824,191601,145.0
4,7.763,4,7.763,36647,145.0
4,7.868,1,5.847,113325,145.0
0,10.118,4,7.501,43087,145.0
4,8.412,0,7.945,37094,145.0
2,8.513,1,6.615,28634,145.0
3,8.567,2,8.28,57782,145.0
4,8.306,4,8.306,79941,145.0
4,7.903,4,7.903,44982,145.0
0,9.841,0,9.841,41927,145.0
1,8.515,1,8.515,45708,145.0
4,7.278,4,7.278,72690,145.0
1,8.43,0,6.821,168578,145.0
4,8.379,1,7.288,57072,145.0
0,10.168,1,7.215,87863,145.0
0,7.126,1,6.859,79579,145.0
4,7.765,3,6.922,33266,145.0
4,7.627,0,6.263,125591,145.0
4,9.164,4,9.164,43110,145.0
2,7.875,4,6.455,104496,145.0
0,8.015,0,8.015,58971,195.0
3,8.113,0,5.686,49800,195.0
4,8.729,4,8.729,57553,195.0
1,7.681,1,7.681,106827,195.0
1,7.848,2,7.368,133725,195.0
3,8.482,3,8.482,58557,195.0
1,8.524,4,7.47,109806,195.0
3,8.628,3,8.628,70738,195.0
3,7.265,2,6.642,47859,195.0
2,8.03,0,5.606,70218,195.0
3,8.047,2,7.098,47323,195.0
2,7.502,0,6.817,142941,195.0
1,8.748,3,6.667,113763,195.0
3,8.163,2,7.476,223837,195.0
2,8.653,0,7.632,160689,195.0
4,8.774,0,7.375,242709,195.0
2,9.628,2,9.628,80772,195.0
0,8.304,2,7.17,70060,195.0
4,8.255,3,6.386,90366,195.0
4,7.747,1,6.087,100427,195.0
2,6.862,2,6.862,133281,195.0
4,7.189,1,7.106,29544,195.0
4,8.04,4,8.04,70176,195.0
1,7.592,2,5.917,116857,195.0
1,7.817,1,7.817,121382,195.0
4,8.816,1,6.776,52630,195.0
1,7.348,0,7.13,96209,195.0
3,6.89,3,6.89,52639,195.0
0,9.38,0,9.38,25296,195.0
3,7.591,0,5.271,46789,195.0
3,9.185,2,6.791,27542,195.0
3,9.064,3,9.064,70303,195.0
2,8.113,2,8.113,51786,195.0
2,6.975,2,6.975,188929,195.0
0,8.036,0,8.036,66809,195.0
2,8.101,2,8.101,52844,195.0
1,9.246,3,9.109,52061,195.0
2,7.945,1,7.034,114040,195.0
3,7.101,2,6.227,47382,195.0
1,8.772,3,7.989,79298,195.0
4,7.28,4,7.28,76054,195.0
0,7.679,2,6.985,153627,195.0
0,9.509,3,6.712,44714,195.0
0,7.246,3,6.197,51485,195.0
2,8.077,2,8.077,144855,195.0
3,8.641,1,5.483,20309,195.0
4,9.473,2,6.738,95136,195.0
1,7.462,4,7.239,39222,195.0
3,7.3,4,6.411,95207,195.0
0,7.608,1,6.245,64186,195.0
0,8.992,0,8.992,36422,195.0
0,8.25,1,7.462,64226,195.0
2,8.911,2,8.911,72077,195.0
0,8.239,4,5.411,80933,195.0
2,7.954,0,7.316,147747,195.0
1,9.355,3,6.39,97811,195.0
3,8.275,3,8.275,61201,195.0
3,7.565,1,6.079,77246,195.0
1,6.997,2,6.523,101211,195.0
4,7.901,4,7.901,68633,195.0
0,7.413,4,7.027,71591,195.0
1,10.057,3,7.341,114036,195.0
1,7.804,4,5.729,48701,195.0
0,8.717,0,8.717,112368,195.0
0,8.61,1,7.722,104099,195.0
2,7.603,3,5.525,83188,195.0
0,7.285,2,6.976,190625,195.0
3,8.151,4,7.614,42887,195.0
0,8.593,0,8.593,134330,195.0
0,9.516,2,7.989,129590,195.0
2,6.89,4,6.238,37025,195.0
3,8.81,3,8.81,104625,195.0
2,8.255,3,8.236,126984,195.0
0,7.619,3,6.346,97471,195.0
2,8.794,4,7.096,71909,195.0
3,7.428,0,7.297,485447,195.0
0,7.269,1,7.089,82870,195.0
0,9.035,2,6.682,126062,195.0
0,8.286,1,5.595,98044,195.0
3,9.166,1,8.262,201289,195.0
4,8.307,3,7.631,126066,195.0
2,7.086,0,6.713,162388,195.0
0,8.859,0,8.859,41074,195.0
2,7.83,0,6.44,100047,195.0
2,7.954,0,7.421,36272,195.0
2,8.292,2,8.292,81703,195.0
4,8.323,3,8.236,81817,195.0
0,8.068,2,6.11,190542,195.0
0,8.263,4,6.566,136643,195.0
1,7.571,3,6.18,65771,195.0
3,8.521,2,7.848,112022,195.0
3,9.466,1,7.229,111443,195.0
4,8.12,2,7.683,107268,195.0
3,8.862,1,6.658,66127,195.0
1,7.854,2,7.619,86052,195.0
4,7.836,1,7.649,61393,195.0
4,8.027,0,5.591,117144,195.0
0,7.773,1,7.591,54225,195.0
0,7.319,0,7.319,43257,195.0
4,8.592,1,6.25,73026,195.0
3,7.676,2,7.607,144728,245.0
0,7.583,3,6.66,99357,245.0
0,7.901,2,6.592,182692,245.0
3,8.382,1,5.731,120800,245.0
4,8.913,2,5.852,155786,245.0
0,8.238,4,5.667,62104,245.0
3,7.559,0,7.323,294533,245.0
4,7.311,4,7.311,68614,245.0
3,8.05,2,7.592,301099,245.0
3,8.753,1,8.502,97550,245.0
1,8.043,0,6.784,43109,245.0
0,11.744,4,6.154,164470,245.0
3,8.192,4,6.019,48931,245.0
4,7.751,1,6.528,51197,245.0
0,7.154,1,5.79,122970,245.0
0,9.285,3,8.183,253427,245.0
1,9.607,1,9.607,206360,245.0
2,8.307,2,8.307,118296,245.0
0,8.222,3,4.986,136334,245.0
1,8.532,2,8.437,61050,245.0
2,7.457,1,6.634,223795,245.0
4,8.284,3,7.609,138307,245.0
3,10.145,3,10.145,160019,245.0
2,8.584,2,8.584,88486,245.0
1,9.334,4,6.477,134831,245.0
2,7.552,1,6.471,74511,245.0
2,7.784,4,7.604,483835,245.0
3,8.281,1,6.768,127974,245.0
4,7.601,2,7.209,39543,245.0
1,8.972,2,7.294,104281,245.0
1,7.282,0,6.715,227019,245.0
0,7.856,2,5.816,140810,245.0
1,8.747,2,6.528,645464,245.0
3,7.784,3,7.784,131190,245.0
0,8.122,3,7.333,56492,245.0
0,8.109,0,8.109,130690,245.0
4,8.46,3,7.306,133392,245.0
4,9.377,3,6.792,107158,245.0
2,8.106,4,6.533,135750,245.0
2,7.18,1,6.174,138883,245.0
3,8.457,3,8.457,61220,245.0
0,7.582,4,6.404,124373,245.0
3,7.469,1,5.351,405570,245.0
0,7.295,1,6.737,214412,245.0
4,8.188,1,7.527,174690,245.0
1,8.443,2,6.625,86241,245.0
3,8.183,1,4.845,87298,245.0
1,8.054,0,6.246,55175,245.0
1,8.219,1,8.219,160140,245.0
0,7.873,3,6.267,202539,245.0
0,7.267,1,5.908,287432,245.0
0,8.631,3,7.535,81660,245.0
3,7.847,2,4.91,61401,245.0
2,7.951,0,5.015,257918,245.0
4,9.237,4,9.237,300334,245.0
0,6.991,4,4.308,147769,245.0
0,8.05,0,8.05,45084,245.0
0,7.462,4,6.209,183954,245.0
3,7.991,4,7.168,113260,245.0
0,9.721,1,6.931,58922,245.0
1,8.107,2,7.119,252711,245.0
1,7.939,0,6.845,170558,245.0
3,7.749,3,7.749,297602,245.0
2,7.628,3,4.841,166960,245.0
1,7.619,4,6.513,147608,245.0
1,8.6,1,8.6,211506,245.0
4,8.395,3,6.897,136027,245.0
2,7.31,2,7.31,270038,245.0
1,8.077,4,6.78,249936,245.0
2,7.563,4,7.394,47060,245.0
4,7.605,2,7.061,31277,245.0
4,7.514,0,6.999,159966,245.0
4,7.23,4,7.23,56004,245.0
0,7.812,3,6.964,110605,245.0
4,8.153,2,6.135,154271,245.0
1,7.843,3,6.058,152136,245.0
1,7.687,1,7.687,164854,245.0
0,7.975,0,7.975,113738,245.0
1,7.791,4,7.318,150270,245.0
3,7.055,1,7.0,166964,245.0
3,7.616,1,6.235,138962,245.0
2,7.765,0,7.386,53858,245.0
1,7.991,1,7.991,113587,245.0
0,8.063,0,8.063,26485,245.0
1,8.959,0,8.425,78364,245.0
0,9.074,0,9.074,297820,245.0
1,7.999,1,7.999,34069,245.0
4,7.03,4,7.03,54493,245.0
0,8.952,0,8.952,129070,245.0
3,8.328,0,8.3,45531,245.0
4,8.659,0,8.41,98602,245.0
4,7.757,2,6.295,126377,245.0
0,8.25,3,6.27,153801,245.0
3,9.032,3,9.032,222456,245.0
3,9.115,1,7.228,201314,245.0
3,9.339,4,7.023,57580,245.0
1,8.105,3,6.123,56877,245.0
1,7.472,4,5.988,149425,245.0
0,9.019,2,5.846,80975,245.0
1,8.393,4,7.741,306753,245.0
1,7.945,1,7.945,241201,295.0
0,7.595,2,7.465,49989,295.0
4,8.714,1,6.741,108093,295.0
4,8.234,0,7.076,138044,295.0
2,8.346,2,8.346,136997,295.0
3,8.485,3,8.485,101742,295.0
1,7.841,4,6.339,124298,295.0
4,8.345,4,8.345,276340,295.0
0,7.868,4,6.454,149481,295.0
1,7.766,0,6.891,48482,295.0
3,8.306,3,8.306,74746,295.0
0,7.942,4,6.769,128120,295.0
3,9.066,3,9.066,102788,295.0
1,8.83,4,6.992,67917,295.0
2,8.784,1,7.262,202994,295.0
2,7.467,2,7.467,81682,295.0
0,7.904,3,6.404,379793,295.0
4,9.289,1,7.402,204019,295.0
0,7.912,2,6.36,133987,295.0
3,8.624,4,7.23,59374,295.0
3,8.506,2,4.752,165142,295.0
1,7.28,4,6.717,305702,295.0
3,7.332,1,6.745,208807,295.0
2,9.137,0,7.648,39135,295.0
4,7.833,2,7.507,39716,295.0
2,7.694,4,7.431,111285,295.0
1,8.259,4,6.008,84839,295.0
4,7.415,4,7.415,164285,295.0
0,8.82,4,8.149,160951,295.0
1,8.747,2,4.678,179865,295.0
0,9.068,0,9.068,312205,295.0
3,7.469,3,7.469,52858,295.0
0,7.462,4,6.626,201603,295.0
1,8.22,4,5.789,222880,295.0
1,7.287,1,7.287,159074,295.0
0,8.326,2,7.413,138991,295.0
4,7.707,2,6.393,136044,295.0
0,7.962,1,7.691,180122,295.0
1,8.47,3,7.217,59820,295.0
2,9.696,3,6.897,108162,295.0
2,8.11,4,6.712,51553,295.0
0,8.146,3,7.536,179690,295.0
4,7.97,0,5.854,90799,295.0
2,8.771,3,5.332,83109,295.0
1,8.221,2,6.737,74722,295.0
1,6.516,2,6.408,153084,295.0
1,7.767,1,7.767,248519,295.0
2,8.128,3,5.83,194048,295.0
4,7.955,4,7.955,120707,295.0
1,8.104,3,7.765,89260,295.0
4,8.485,1,8.065,92337,295.0
1,8.428,1,8.428,267896,295.0
0,8.474,3,7.112,377952,295.0
0,7.327,3,6.746,122126,295.0
2,7.779,3,6.384,146213,295.0
3,7.508,3,7.508,56614,295.0
3,7.96,0,7.903,174613,295.0
2,7.883,0,7.217,201767,295.0
1,8.532,1,8.532,54591,295.0
0,8.28,4,6.586,410769,295.0
1,6.918,3,6.161,35754,295.0
4,8.024,2,7.449,175874,295.0
0,7.464,0,7.464,122492,295.0
4,9.396,1,5.194,117648,295.0
1,7.553,2,6.056,42084,295.0
4,7.733,3,7.163,316638,295.0
1,8.605,4,6.782,262341,295.0
3,7.703,0,7.035,376193,295.0
4,8.645,4,8.645,219529,295.0
2,8.084,2,8.084,105220,295.0
0,8.12,3,7.917,316257,295.0
3,8.125,0,7.384,353772,295.0
3,8.193,3,8.193,253377,295.0
2,8.352,4,5.893,77716,295.0
2,7.891,1,6.817,49479,295.0
4,7.778,4,7.778,160145,295.0
1,8.428,2,7.5,73095,295.0
2,7.993,4,7.159,126571,295.0
2,7.056,1,6.762,161367,295.0
3,8.117,3,8.117,119513,295.0
4,8.332,0,7.961,65115,295.0
4,8.051,4,8.051,112570,295.0
4,7.897,0,7.321,135666,295.0
1,7.521,3,7.36,208320,295.0
4,8.436,3,6.174,280200,295.0
0,9.606,2,6.805,125957,295.0
4,8.076,3,7.303,127634,295.0
0,7.439,3,6.705,103504,295.0
0,9.389,2,6.579,173422,295.0
2,8.907,4,5.258,106879,295.0
2,8.692,1,6.374,67338,295.0
3,7.559,4,6.928,129444,295.0
4,8.19,3,4.803,178582,295.0
4,7.964,3,6.903,63007,295.0
1,9.159,3,7.503,260396,295.0
0,8.19,0,8.19,64534,295.0
1,8.834,0,6.063,119429,295.0
4,7.78,3,6.954,67273,295.0
2,7.502,1,7.149,158253,295.0
0,8.027,4,6.582,55082,295.0
1,8.727,1,8.727,155855,345.0
3,8.28,0,7.604,365109,345.0
2,8.592,0,7.798,244757,345.0
1,7.188,0,5.792,66524,345.0
3,7.993,4,7.902,103143,345.0
1,8.095,2,7.718,240998,345.0
1,8.168,4,6.973,148543,345.0
4,6.818,4,6.818,253763,345.0
2,8.222,2,8.222,189328,345.0
4,7.377,3,4.892,201128,345.0
1,9.006,0,7.254,83748,345.0
4,7.506,0,6.616,205891,345.0
2,8.984,2,8.984,116796,345.0
3,8.443,0,6.752,234586,345.0
0,7.929,1,5.841,364150,345.0
3,8.891,0,7.548,167216,345.0
2,7.608,1,5.406,184047,345.0
4,8.493,2,6.653,213191,345.0
4,7.157,0,6.029,145965,345.0
3,7.674,3,7.674,236276,345.0
3,8.578,1,6.308,205461,345.0
2,8.286,1,5.953,134766,345.0
0,8.596,0,8.596,257695,345.0
0,9.075,0,9.075,175778,345.0
3,7.66,1,7.143,110565,345.0
0,7.901,2,6.483,84994,345.0
1,8.216,4,7.278,60208,345.0
2,7.985,0,4.952,196778,345.0
1,7.376,3,5.324,388727,345.0
2,8.024,2,8.024,217461,345.0
1,7.99,2,6.773,521753,345.0
3,8.073,4,5.558,189108,345.0
3,7.482,4,6.809,260539,345.0
3,7.968,0,5.825,94434,345.0
3,8.547,4,7.128,222295,345.0
0,7.701,2,6.945,87635,345.0
2,8.489,0,8.481,130545,345.0
1,8.278,0,7.902,197387,345.0
3,7.987,1,7.249,70986,345.0
1,7.845,4,7.734,200149,345.0
4,8.712,0,7.238,158665,345.0
4,8.752,4,8.752,59621,345.0
3,8.15,2,6.073,285809,345.0
1,8.978,0,6.467,320519,345.0
1,7.302,4,6.164,253784,345.0
0,7.532,1,5.381,595909,345.0
4,8.275,2,6.988,677765,345.0
3,7.84,3,7.84,43367,345.0
0,8.892,1,8.495,102700,345.0
1,7.721,3,6.331,189674,345.0
4,6.917,4,6.917,145608,345.0
0,7.958,1,6.948,79665,345.0
4,7.823,0,6.371,94138,345.0
1,7.836,3,6.55,120630,345.0
3,7.781,2,4.304,63532,345.0
1,7.493,1,7.493,189677,345.0
3,8.071,1,7.737,133845,345.0
2,8.5,3,6.097,121716,345.0
4,6.978,2,6.224,105199,345.0
1,8.145,3,6.541,139197,345.0
0,6.909,0,6.909,412506,345.0
2,8.057,0,6.113,247511,345.0
3,7.923,3,7.923,234830,345.0
2,8.076,3,7.483,351163,345.0
4,7.364,2,5.757,138432,345.0
3,8.361,3,8.361,202244,345.0
2,8.788,2,8.788,131603,345.0
1,8.073,0,6.27,153632,345.0
2,7.631,2,7.631,731185,345.0
3,8.639,2,7.347,193777,345.0
2,8.28,4,6.1,108016,345.0
4,8.709,1,7.153,126240,345.0
1,8.439,2,5.99,101553,345.0
0,7.546,3,6.314,118788,345.0
1,7.256,2,7.049,318415,345.0
2,8.348,0,6.054,158132,345.0
1,6.861,1,6.861,86730,345.0
0,8.798,0,8.798,162430,345.0
4,8.664,4,8.664,176095,345.0
0,8.15,4,7.723,93492,345.0
0,7.501,1,7.09,162019,345.0
0,7.06,1,6.968,152950,345.0
2,8.994,0,7.586,279155,345.0
0,8.516,1,5.233,149751,345.0
2,7.232,0,6.213,97110,345.0
2,8.569,1,6.664,378822,345.0
2,7.998,1,6.8,275013,345.0
4,8.122,3,6.995,660739,345.0
3,8.292,2,6.989,155223,345.0
0,8.502,1,7.286,219607,345.0
0,8.427,2,4.441,71416,345.0
2,9.34,0,6.952,117375,345.0
2,8.143,4,7.484,76110,345.0
3,7.837,4,7.617,463145,345.0
2,8.065,2,8.065,209956,345.0
0,6.693,4,5.387,97007,345.0
3,7.518,3,7.518,402068,345.0
1,7.721,3,6.056,158208,345.0
3,7.78,4,7.361,311501,345.0
3,8.034,4,5.959,189555,345.0
0,8.574,4,6.976,263788,395.0
3,8.61,2,6.753,120055,395.0
0,8.195,1,7.539,126296,395.0
4,8.099,1,7.377,143017,395.0
3,8.702,1,6.619,114268,395.0
3,7.852,3,7.852,174353,395.0
1,8.298,1,8.298,163621,395.0
0,7.693,0,7.693,221692,395.0
3,8.652,4,6.782,577437,395.0
0,8.152,4,7.284,321438,395.0
1,7.026,2,6.168,181048,395.0
4,9.444,3,7.866,101870,395.0
0,8.88,4,6.317,186922,395.0
2,7.964,4,7.2,99455,395.0
2,8.374,4,6.809,295968,395.0
3,8.254,1,6.055,166987,395.0
0,8.083,0,8.083,448404,395.0
2,9.089,2,9.089,315464,395.0
2,8.213,3,6.042,143264,395.0
2,9.228,1,5.317,193374,395.0
3,9.507,2,6.721,53482,395.0
2,7.822,0,6.63,121094,395.0
2,7.992,3,7.143,300513,395.0
2,7.67,3,7.265,497489,395.0
0,7.879,2,5.304,515060,395.0
3,8.474,1,5.896,180959,395.0
0,8.111,2,7.532,270627,395.0
2,8.061,2,8.061,436514,395.0
1,8.336,4,7.212,74960,395.0
3,8.46,3,8.46,259157,395.0
3,7.782,3,7.782,348654,395.0
3,8.043,1,7.683,37251,395.0
0,7.058,4,5.988,313249,395.0
3,7.35,2,5.441,219492,395.0
3,7.591,2,6.084,623580,395.0
2,8.307,0,6.045,154950,395.0
1,8.667,0,7.641,191766,395.0
0,8.366,2,7.35,123612,395.0
4,9.09,4,9.09,96188,395.0
1,7.756,0,6.906,112989,395.0
4,8.068,2,7.479,142535,395.0
1,10.422,0,7.715,242562,395.0
4,7.895,2,7.236,134071,395.0
1,7.305,0,6.019,243656,395.0
3,8.355,3,8.355,243757,395.0
1,7.939,2,6.434,100769,395.0
2,8.782,4,6.544,201098,395.0
4,7.521,4,7.521,337394,395.0
2,7.873,3,6.713,184176,395.0
2,9.098,4,7.637,804460,395.0
1,8.333,2,7.017,397751,395.0
0,9.439,4,8.211,100865,395.0
4,7.517,0,6.844,105217,395.0
0,7.938,4,7.003,251645,395.0
4,6.681,2,6.466,145176,395.0
2,9.297,3,5.363,120525,395.0
0,8.727,3,8.224,169865,395.0
2,8.299,3,7.728,181398,395.0
3,7.998,4,7.758,556227,395.0
0,7.817,4,7.084,523708,395.0
3,7.521,2,5.822,207009,395.0
3,9.199,1,7.835,187574,395.0
3,7.295,3,7.295,216284,395.0
3,8.353,3,8.353,637367,395.0
0,7.9,0,7.9,521447,395.0
4,7.143,3,7.053,338913,395.0
3,8.341,4,6.715,138195,395.0
2,7.636,2,7.636,103167,395.0
3,7.592,0,6.034,130983,395.0
4,8.676,3,8.545,191184,395.0
2,7.857,2,7.857,345568,395.0
1,6.782,3,6.408,100687,395.0
3,8.333,4,6.672,716909,395.0
2,7.476,1,6.774,88035,395.0
4,7.497,3,6.667,265920,395.0
2,9.501,0,5.966,389284,395.0
2,8.795,1,7.494,102134,395.0
4,8.363,3,6.229,149508,395.0
0,9.582,3,6.306,550835,395.0
3,7.348,4,7.011,93825,395.0
0,7.929,2,7.54,296482,395.0
2,8.089,2,8.089,125590,395.0
0,8.097,2,8.06,470139,395.0
3,6.991,2,6.019,336876,395.0
4,8.448,3,6.77,254093,395.0
0,8.265,3,6.624,214528,395.0
4,8.114,0,6.896,172505,395.0
2,8.91,0,7.527,211462,395.0
4,8.662,1,6.695,114767,395.0
4,8.198,3,7.306,104544,395.0
4,8.266,4,8.266,85524,395.0
1,8.209,1,8.209,164806,395.0
4,9.202,3,8.202,247189,395.0
3,7.444,1,7.101,187824,395.0
4,6.963,0,6.067,409657,395.0
3,7.6,1,6.088,509829,395.0
3,7.813,2,6.95,162673,395.0
2,9.25,2,9.25,358769,395.0
1,7.877,4,7.313,352858,395.0
2,7.905,3,5.299,122671,395.0
1,8.874,3,8.232,125524,445.0
2,7.779,0,6.505,387461,445.0
4,9.182,1,7.456,219899,445.0
3,8.395,1,7.505,369990,445.0
0,7.677,3,7.488,306729,445.0
4,7.89,2,7.162,121242,445.0
1,7.271,4,6.627,265441,445.0
0,7.312,4,6.465,181116,445.0
1,8.421,2,7.933,260215,445.0
1,10.042,3,5.92,146088,445.0
3,7.997,3,7.997,161051,445.0
2,7.96,0,7.615,302957,445.0
1,7.253,3,6.339,438286,445.0
3,8.936,3,8.936,418569,445.0
3,8.276,3,8.276,227023,445.0
0,9.859,3,8.839,173450,445.0
1,7.076,4,6.677,334836,445.0
4,7.211,0,5.993,153659,445.0
2,8.783,1,8.061,223293,445.0
0,8.78,0,8.78,254714,445.0
0,8.269,2,7.446,401017,445.0
0,7.428,2,5.829,227814,445.0
3,8.682,1,7.582,254437,445.0
2,8.246,2,8.246,104625,445.0
4,9.461,2,6.29,664508,445.0
1,8.321,3,7.651,445797,445.0
2,7.818,1,7.535,66582,445.0
0,8.292,3,5.421,671869,445.0
4,7.12,2,6.982,694587,445.0
3,8.375,3,8.375,378426,445.0
4,9.501,2,7.815,283316,445.0
