$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
1,8.001,3,6.437,843947,795.0
2,7.474,2,7.474,238493,795.0
2,9.144,0,5.681,269447,795.0
4,8.106,4,8.106,537628,795.0
1,8.716,1,8.716,593361,795.0
2,8.653,4,6.448,735893,795.0
1,8.167,1,8.167,1411173,795.0
3,8.58,2,7.018,568560,795.0
2,7.633,1,6.501,896658,795.0
0,7.912,3,7.061,650876,795.0
0,7.847,3,6.606,1589629,795.0
4,6.737,2,5.332,329042,795.0
1,9.265,4,6.526,703883,795.0
0,7.492,2,6.928,392395,795.0
2,8.064,1,7.709,994102,795.0
1,8.229,4,6.046,517490,795.0
1,7.55,2,6.696,752846,795.0
0,7.196,3,4.973,1102788,795.0
0,7.859,0,7.859,508910,795.0
0,8.146,2,7.54,1926776,795.0
0,8.299,2,7.808,655620,795.0
3,8.589,2,7.782,762319,795.0
2,8.806,3,4.898,536317,795.0
0,8.415,2,5.377,453874,795.0
2,8.279,0,8.082,243130,795.0
0,7.789,2,7.735,966421,795.0
3,7.542,4,6.177,604914,795.0
4,8.351,3,7.381,892262,795.0
2,8.686,3,7.383,351342,795.0
1,8.321,4,7.465,417254,795.0
0,7.541,4,6.3,502056,795.0
2,8.642,2,8.642,758271,795.0
1,8.526,3,7.767,1368662,795.0
2,9.903,3,6.321,836826,795.0
0,7.52,3,6.896,830150,795.0
2,7.022,3,6.479,324875,795.0
0,7.479,0,7.479,349938,795.0
1,7.898,0,6.257,1049569,795.0
0,8.506,1,8.218,194588,845.0
0,8.088,3,6.402,895591,845.0
0,7.873,3,6.631,649038,845.0
4,7.304,1,5.644,1406143,845.0
3,7.725,0,6.751,1217077,845.0
3,7.54,0,6.232,1166943,845.0
0,8.069,1,5.233,520483,845.0
2,7.784,3,7.307,888249,845.0
3,7.36,2,6.196,696933,845.0
4,8.197,2,6.728,355392,845.0
0,7.378,4,6.592,995433,845.0
1,6.918,4,6.719,730302,845.0
4,8.612,4,8.612,376104,845.0
1,7.689,3,6.753,1278377,845.0
4,8.613,4,8.613,513355,845.0
3,7.749,3,7.749,639786,845.0
0,9.932,1,6.884,712880,845.0
4,8.119,3,5.708,919591,845.0
4,8.432,4,8.432,981717,845.0
0,7.45,4,6.752,492756,845.0
1,8.507,3,6.209,1209628,845.0
4,7.734,1,6.485,905450,845.0
0,9.74,2,8.234,750850,845.0
2,8.506,1,8.21,454370,845.0
0,8.443,2,5.826,585502,845.0
3,9.783,3,9.783,1006162,845.0
4,8.055,3,6.175,513333,845.0
1,7.526,2,6.628,488619,845.0
2,9.533,1,7.4,727432,845.0
3,8.806,0,7.041,1684399,845.0
3,8.926,4,6.911,802587,845.0
2,7.693,1,6.18,871037,845.0
3,7.798,3,7.798,1179426,845.0
0,9.493,2,7.86,391651,845.0
1,8.841,1,8.841,1037824,845.0
0,8.458,2,6.036,2183291,845.0
0,7.397,2,6.677,189126,845.0
1,7.725,1,7.725,1600145,845.0
1,8.97,3,6.7,389013,845.0
2,8.799,4,6.604,432969,845.0
0,8.976,2,5.254,610109,845.0
1,7.455,2,7.095,1287072,845.0
2,7.132,0,6.705,377023,845.0
2,8.337,2,8.337,1313202,845.0
0,8.681,0,8.681,452923,845.0
0,8.013,2,7.712,1603223,845.0
0,8.646,2,7.059,1192572,845.0
2,7.614,4,7.366,891983,845.0
4,7.558,0,7.435,578540,845.0
4,6.524,1,6.217,304033,845.0
0,8.698,0,8.698,1005430,845.0
3,7.498,2,6.19,485294,845.0
0,9.064,0,9.064,545260,845.0
3,7.709,3,7.709,431555,845.0
1,7.83,0,5.683,1418899,845.0
2,8.509,4,7.784,2227140,845.0
2,7.922,4,6.701,633253,845.0
2,8.362,2,8.362,571874,845.0
4,8.903,4,8.903,461916,845.0
1,8.047,2,5.982,845645,845.0
2,9.307,4,8.352,1125235,845.0
0,8.165,1,6.861,478901,845.0
1,9.144,3,6.136,945534,845.0
3,7.573,4,7.212,323612,845.0
3,8.322,1,6.729,861586,845.0
3,6.88,1,6.465,558214,845.0
0,7.99,1,7.393,523939,845.0
1,7.968,2,6.344,656255,845.0
1,7.523,3,6.642,690912,845.0
0,8.329,0,8.329,900959,845.0
0,8.071,0,8.071,1579170,845.0
0,8.363,3,5.844,628506,845.0
4,8.469,1,5.202,673825,845.0
0,8.53,2,8.193,368625,845.0
2,7.643,2,7.643,711440,845.0
3,8.102,2,7.228,574719,845.0
1,9.047,4,5.84,927721,845.0
0,7.086,4,6.027,1409850,845.0
4,9.761,1,6.148,1861892,845.0
2,8.249,0,8.237,1252165,845.0
0,7.884,1,7.723,1028818,845.0
0,8.33,4,6.557,459416,845.0
1,7.059,0,6.815,461479,845.0
3,7.92,2,7.0,241282,845.0
1,9.626,3,7.534,999593,845.0
3,10.061,0,6.5,538302,845.0
1,8.166,1,8.166,684772,845.0
3,8.177,0,7.736,896884,845.0
0,7.47,1,7.142,569873,845.0
4,6.847,2,6.187,849135,845.0
0,7.876,4,5.543,840416,845.0
2,7.898,3,6.212,557038,845.0
4,7.988,2,7.175,749050,845.0
0,7.887,0,7.887,389976,845.0
4,8.333,1,8.092,626420,845.0
1,8.267,1,8.267,1834737,845.0
2,7.164,0,6.589,834147,845.0
1,9.091,2,8.385,912562,845.0
0,7.522,4,6.486,367120,845.0
3,8.596,3,8.596,496670,845.0
2,8.116,2,8.116,742589,895.0
3,8.193,1,7.077,792868,895.0
1,8.419,2,4.86,813566,895.0
0,8.36,4,6.519,859556,895.0
2,7.35,4,6.921,1006693,895.0
3,8.416,2,7.575,547098,895.0
2,8.175,4,6.141,568558,895.0
2,8.488,2,8.488,1237044,895.0
2,7.666,3,5.896,226702,895.0
4,8.507,3,7.858,1010777,895.0
4,7.818,4,7.818,656726,895.0
2,7.434,1,7.153,769207,895.0
1,7.315,4,5.32,1127333,895.0
1,8.133,3,6.906,1018609,895.0
0,8.247,4,8.115,632115,895.0
1,8.963,4,8.741,1213983,895.0
2,6.763,3,6.549,786680,895.0
0,9.24,0,9.24,1000683,895.0
3,7.778,1,6.829,2251846,895.0
0,8.019,3,6.863,852446,895.0
1,7.51,3,6.211,307025,895.0
4,8.411,0,7.792,693723,895.0
3,8.291,0,5.744,273713,895.0
3,7.116,1,6.321,2921422,895.0
3,8.383,1,7.906,453761,895.0
0,8.672,0,8.672,519133,895.0
0,8.594,0,8.594,397856,895.0
1,7.817,0,7.744,1508002,895.0
3,7.874,1,7.824,2119555,895.0
0,8.611,1,6.455,524592,895.0
4,8.202,0,6.56,1726342,895.0
2,8.14,2,8.14,1721722,895.0
4,8.245,0,5.872,1567673,895.0
4,8.862,2,7.557,1451877,895.0
1,8.898,4,7.496,285827,895.0
3,8.422,1,8.381,1121226,895.0
0,7.464,3,6.683,687858,895.0
2,8.326,3,7.928,540484,895.0
3,7.264,1,7.2,1009329,895.0
3,8.265,0,5.994,755715,895.0
2,7.998,3,6.809,927180,895.0
0,9.313,2,6.69,958820,895.0
3,8.659,3,8.659,863418,895.0
1,8.634,4,7.513,484089,895.0
0,7.016,3,6.803,238553,895.0
2,8.074,3,6.447,647121,895.0
4,9.108,0,7.323,998060,895.0
3,8.119,4,6.899,1481260,895.0
3,8.818,1,5.954,1294208,895.0
4,7.434,0,7.007,485734,895.0
3,7.983,3,7.983,215463,895.0
3,8.074,1,7.839,645883,895.0
2,8.024,2,8.024,681583,895.0
0,7.667,1,6.629,346822,895.0
0,8.233,2,5.451,462476,895.0
0,7.497,0,7.497,814280,895.0
3,9.49,4,6.773,925982,895.0
0,8.511,2,7.33,1083512,895.0
4,7.213,4,7.213,1528468,895.0
3,8.075,1,7.539,724096,895.0
4,8.185,0,7.134,1040071,895.0
1,7.563,4,6.635,1187688,895.0
2,8.54,2,8.54,1462600,895.0
2,8.626,3,6.824,608012,895.0
4,9.106,0,6.1,622676,895.0
2,8.648,1,6.6,591256,895.0
1,9.137,3,6.602,1885333,895.0
1,7.214,2,6.155,684295,895.0
2,10.575,1,6.871,790530,895.0
4,9.555,4,9.555,410473,895.0
3,9.041,3,9.041,1015300,895.0
1,7.884,1,7.884,276009,895.0
4,8.188,4,8.188,533431,895.0
2,8.485,0,6.391,453161,895.0
0,7.259,3,6.391,662331,895.0
3,8.97,0,7.094,310206,895.0
2,7.661,0,7.112,864671,895.0
4,9.353,0,6.431,707724,895.0
4,7.799,4,7.799,848193,895.0
3,7.707,3,7.707,486241,895.0
2,7.675,3,6.861,1319702,895.0
1,7.147,0,6.909,592267,895.0
1,7.1,0,5.689,1492154,895.0
4,8.674,3,7.929,1025221,895.0
4,7.095,0,6.628,794165,895.0
0,7.858,3,6.919,853382,895.0
0,7.736,0,7.736,1261728,895.0
1,9.169,1,9.169,1062945,895.0
0,7.759,2,7.255,256528,895.0
3,8.962,2,5.993,1229248,895.0
4,8.738,0,5.222,1559401,895.0
3,8.39,4,6.888,5763852,895.0
1,8.568,2,7.972,571050,895.0
3,8.387,4,7.07,467161,895.0
1,7.84,1,7.84,998437,895.0
2,8.74,0,6.639,650322,895.0
1,8.485,1,8.485,778114,895.0
0,7.831,1,6.637,1121327,895.0
4,7.004,1,5.928,948555,895.0
1,8.623,3,8.339,436030,895.0
2,8.915,4,7.237,318793,945.0
3,8.193,4,7.493,1861023,945.0
2,8.992,1,8.254,743567,945.0
3,8.388,3,8.388,1021309,945.0
3,8.378,3,8.378,1605963,945.0
0,7.227,1,6.22,556996,945.0
1,8.006,1,8.006,477034,945.0
0,7.859,3,6.544,615766,945.0
4,8.433,0,8.087,879122,945.0
2,7.312,1,5.03,955958,945.0
0,8.964,3,6.364,513456,945.0
2,8.214,4,8.204,502374,945.0
3,7.652,0,6.669,1208360,945.0
3,8.242,2,6.946,1431875,945.0
3,8.118,1,7.559,245114,945.0
4,9.616,3,6.704,465770,945.0
0,8.278,0,8.278,786279,945.0
3,8.916,1,4.891,1800745,945.0
0,8.163,0,8.163,3187482,945.0
2,7.836,3,6.024,679447,945.0
4,7.604,3,6.342,1376988,945.0
3,8.824,4,6.527,638354,945.0
3,8.05,2,7.045,484302,945.0
0,6.835,0,6.835,1538678,945.0
2,8.562,4,6.944,1168109,945.0
4,7.233,3,5.883,1462965,945.0
3,8.618,2,7.443,299469,945.0
2,7.842,4,7.481,708085,945.0
3,9.247,4,5.974,1214104,945.0
2,7.85,1,6.949,1242502,945.0
4,7.074,2,6.183,2146578,945.0
4,8.728,1,5.558,1306093,945.0
4,8.722,4,8.722,345692,945.0
2,8.705,1,6.716,876504,945.0
2,9.011,2,9.011,496268,945.0
1,9.065,3,5.815,1403081,945.0
3,6.849,0,6.444,1250545,945.0
3,8.405,2,6.835,721444,945.0
0,8.113,4,5.453,548979,945.0
0,8.729,3,5.185,1501936,945.0
1,8.135,2,8.062,837394,945.0
0,7.825,3,7.407,2821907,945.0
3,7.961,4,6.698,321859,945.0
3,8.379,3,8.379,1091066,945.0
1,7.659,4,5.734,497288,945.0
3,8.663,3,8.663,1030867,945.0
3,7.937,1,5.802,1045552,945.0
0,9.898,2,7.6,1095950,945.0
4,7.372,0,6.91,373030,945.0
2,8.154,1,5.861,763807,945.0
3,8.443,2,7.934,1121867,945.0
1,8.69,0,8.432,823602,945.0
4,8.843,4,8.843,1102983,945.0
4,8.392,4,8.392,426633,945.0
4,8.359,4,8.359,977939,945.0
1,7.468,2,6.798,1811957,945.0
3,9.115,4,8.727,623085,945.0
0,8.618,2,6.82,1584677,945.0
4,8.277,0,6.049,617568,945.0
4,8.891,0,7.069,1729865,945.0
0,8.092,4,6.657,814800,945.0
4,8.278,4,8.278,1108064,945.0
4,7.865,0,6.085,540236,945.0
4,7.758,1,5.696,1173299,945.0
0,9.21,1,6.109,1670525,945.0
1,7.818,4,5.993,969075,945.0
0,8.836,0,8.836,261186,945.0
0,8.859,4,6.144,1589211,945.0
2,8.765,0,8.139,1070267,945.0
0,8.278,3,8.116,546712,945.0
3,8.606,3,8.606,788211,945.0
2,8.205,4,6.003,816587,945.0
4,7.204,1,6.207,1813368,945.0
1,8.438,3,7.826,963228,945.0
3,8.554,4,7.582,862263,945.0
2,8.221,0,7.823,1652646,945.0
0,7.727,2,7.69,264880,945.0
4,8.022,0,5.176,1476068,945.0
1,7.709,0,7.261,806407,945.0
1,8.231,2,6.545,977887,945.0
4,7.849,3,5.626,1864471,945.0
1,8.68,3,6.506,1302312,945.0
3,7.063,0,6.825,2159120,945.0
1,8.402,2,7.231,396281,945.0
3,7.912,0,4.778,479590,945.0
3,7.746,2,6.212,1776408,945.0
0,8.051,1,5.903,1537659,945.0
2,8.332,2,8.332,651810,945.0
3,9.326,3,9.326,592329,945.0
4,8.289,0,8.099,665696,945.0
0,8.621,3,5.962,1073946,945.0
2,8.024,2,8.024,354918,945.0
0,7.494,3,6.681,1058298,945.0
3,8.112,3,8.112,777385,945.0
2,8.314,4,7.357,1044211,945.0
3,7.282,0,6.133,708536,945.0
1,7.463,1,7.463,1176979,945.0
2,8.257,1,8.028,431514,945.0
1,7.73,4,4.788,411497,945.0
1,8.069,2,7.449,2695545,945.0
4,7.983,1,7.576,306642,995.0
3,8.898,0,6.614,1487252,995.0
3,8.905,3,8.905,943682,995.0
3,7.911,0,6.734,1197464,995.0
0,8.271,2,7.345,843197,995.0
4,8.543,0,8.195,242909,995.0
4,9.104,4,9.104,524552,995.0
0,8.033,3,7.362,1517074,995.0
3,8.049,3,8.049,495677,995.0
0,8.62,1,6.992,1181144,995.0
4,8.296,3,6.744,951923,995.0
2,8.016,4,6.764,570453,995.0
4,7.59,2,7.415,1186052,995.0
3,8.675,3,8.675,509291,995.0
4,7.493,3,7.092,751942,995.0
2,8.588,0,7.841,884980,995.0
4,8.584,2,5.89,707347,995.0
4,9.282,4,9.282,1404747,995.0
2,8.123,2,8.123,1438482,995.0
0,7.409,1,6.687,809305,995.0
0,7.818,4,6.611,886075,995.0
1,8.043,2,6.303,1386315,995.0
4,8.277,4,8.277,3001048,995.0
4,7.832,2,6.943,792794,995.0
1,8.809,3,7.996,518575,995.0
3,8.251,0,7.387,662502,995.0
4,7.686,4,7.686,596481,995.0
2,8.459,3,8.214,1966069,995.0
4,8.305,1,7.59,1374990,995.0
1,7.983,0,6.493,1278875,995.0
1,9.77,0,6.118,749227,995.0
2,9.186,2,9.186,759314,995.0
1,7.892,3,6.772,691601,995.0
2,8.296,3,7.773,1175180,995.0
0,8.103,4,7.165,424377,995.0
4,8.411,4,8.411,527101,995.0
3,9.047,0,7.573,1059622,995.0
3,7.45,2,6.96,677996,995.0
0,8.274,2,5.38,911981,995.0
0,8.843,3,8.798,1876318,995.0
0,7.05,1,6.995,662987,995.0
2,8.619,1,6.827,940490,995.0
1,7.781,3,7.702,365237,995.0
3,8.887,2,6.035,2680617,995.0
2,8.197,4,8.067,1075721,995.0
0,8.755,2,7.073,1332540,995.0
1,8.841,1,8.841,1031819,995.0
2,7.941,2,7.941,1055106,995.0
0,7.467,2,7.253,379232,995.0
3,9.022,4,8.521,1114736,995.0
4,8.516,2,8.145,1179947,995.0
0,6.637,3,6.217,475161,995.0
1,7.839,0,6.951,1309821,995.0
1,7.454,1,7.454,905260,995.0
3,7.841,4,7.543,535835,995.0
3,8.876,4,6.152,1222458,995.0
1,8.558,2,6.276,294718,995.0
3,9.558,3,9.558,1373550,995.0
4,9.222,3,5.713,921147,995.0
3,8.394,3,8.394,502624,995.0
2,8.166,1,7.863,1179154,995.0
3,8.743,3,8.743,1683993,995.0
1,8.161,1,8.161,632462,995.0
4,7.921,1,6.455,450514,995.0
3,8.247,3,8.247,350516,995.0
0,7.849,3,7.287,624880,995.0
2,7.047,1,6.591,578696,995.0
0,6.428,2,6.027,933997,995.0
1,7.646,2,5.823,393132,995.0
0,8.057,2,7.524,1724648,995.0
0,8.206,0,8.206,1195216,995.0
2,8.564,3,7.54,1374360,995.0
3,7.39,3,7.39,2019494,995.0
1,8.718,3,6.812,1713442,995.0
3,7.924,3,7.924,881750,995.0
4,8.135,3,7.621,502977,995.0
1,8.423,2,5.874,585669,995.0
1,8.059,1,8.059,483961,995.0
4,9.061,2,7.167,376060,995.0
4,7.758,4,7.758,1422275,995.0
0,7.694,0,7.694,356538,995.0
4,8.349,4,8.349,2735538,995.0
0,7.941,1,7.768,669032,995.0
2,8.532,2,8.532,336986,995.0
3,8.226,2,6.776,486256,995.0
4,8.498,4,8.498,632952,995.0
1,8.283,0,8.12,889659,995.0
1,9.062,1,9.062,1415833,995.0
3,8.129,0,5.795,524446,995.0
1,7.966,4,7.761,596762,995.0
4,7.748,0,6.27,1169255,995.0
0,7.394,0,7.394,1078415,995.0
2,9.297,2,9.297,1767036,995.0
2,7.599,2,7.599,843380,995.0
2,6.961,4,5.761,1197103,995.0
4,7.667,3,6.409,1069984,995.0
3,8.295,4,6.244,777416,995.0
4,8.111,0,7.344,642028,995.0
2,9.111,0,5.758,1361332,995.0
0,8.702,3,5.728,1189386,995.0
1,8.372,1,8.372,3716181,1045.0
0,8.317,4,5.991,1211614,1045.0
1,8.832,2,6.822,2249836,1045.0
2,9.011,0,5.935,539139,1045.0
3,8.262,3,8.262,902736,1045.0
0,7.935,2,7.159,1701351,1045.0
1,8.391,0,7.445,513760,1045.0
2,7.665,1,6.776,658351,1045.0
1,7.969,4,5.854,1019440,1045.0
1,8.125,0,3.817,910304,1045.0
4,7.919,4,7.919,657329,1045.0
4,8.413,0,6.028,674596,1045.0
0,7.744,2,7.058,723060,1045.0
0,8.47,4,6.513,2155413,1045.0
3,7.262,0,7.139,1052477,1045.0
0,8.099,4,7.045,970473,1045.0
1,9.131,1,9.131,1333948,1045.0
3,8.403,1,6.028,803678,1045.0
1,7.587,3,7.482,1871205,1045.0
2,9.077,3,7.281,683546,1045.0
4,9.104,3,7.639,752709,1045.0
3,8.188,0,8.074,3002281,1045.0
1,8.496,1,8.496,558794,1045.0
3,8.756,4,6.512,1496248,1045.0
4,7.998,4,7.998,754924,1045.0
2,8.273,0,6.339,724948,1045.0
2,8.13,2,8.13,195083,1045.0
2,9.253,1,8.268,422639,1045.0
3,7.921,0,6.875,1175910,1045.0
2,7.706,2,7.706,540454,1045.0
1,7.442,4,6.781,371886,1045.0
1,8.022,1,8.022,669266,1045.0
1,7.556,2,7.402,749870,1045.0
3,7.438,3,7.438,707396,1045.0
3,8.506,0,6.952,339608,1045.0
4,7.02,4,7.02,938115,1045.0
3,8.248,0,8.149,1358593,1045.0
4,8.141,1,6.374,2127964,1045.0
2,8.837,0,7.934,1250479,1045.0
4,10.219,4,10.219,529766,1045.0
4,8.031,1,7.623,2182651,1045.0
0,8.354,3,7.493,1587046,1045.0
2,7.109,1,7.008,1327495,1045.0
1,7.754,2,6.526,1574314,1045.0
3,7.369,1,7.094,1255745,1045.0
1,8.351,1,8.351,841181,1045.0
4,8.9,0,6.908,958734,1045.0
1,8.327,3,6.33,1534595,1045.0
3,7.249,0,7.181,1376915,1045.0
4,8.222,3,7.045,233134,1045.0
0,8.836,3,6.985,423244,1045.0
4,7.531,1,7.165,1781208,1045.0
3,8.375,3,8.375,451809,1045.0
1,7.966,4,7.041,2167547,1045.0
0,7.254,1,6.921,580187,1045.0
3,8.903,1,6.009,1821291,1045.0
1,7.868,4,6.327,587072,1045.0
1,8.018,4,7.362,725945,1045.0
0,8.277,4,7.109,725503,1045.0
3,7.969,0,6.595,1201503,1045.0
3,8.107,2,5.086,2844426,1045.0
0,8.371,1,7.638,1170535,1045.0
3,8.028,1,6.989,1481957,1045.0
2,6.917,2,6.917,614596,1045.0
2,8.407,3,7.077,1034365,1045.0
1,8.359,1,8.359,893947,1045.0
0,7.507,0,7.507,564597,1045.0
3,7.001,1,6.922,748611,1045.0
4,8.459,1,7.721,553982,1045.0
2,8.501,0,8.151,417904,1045.0
2,8.777,3,7.074,660895,1045.0
2,9.265,3,8.616,1751489,1045.0
1,7.68,2,7.203,835097,1045.0
1,7.309,0,6.874,2913361,1045.0
2,9.233,2,9.233,507315,1045.0
1,8.109,4,7.144,2579202,1045.0
2,7.144,3,6.788,1246820,1045.0
3,8.0,0,6.843,3027831,1045.0
0,7.496,2,7.35,2152343,1045.0
3,7.865,4,7.701,945415,1045.0
1,8.886,0,8.358,1180503,1045.0
1,8.087,2,7.787,2641126,1045.0
0,8.755,0,8.755,2473170,1045.0
3,8.775,0,8.536,777153,1045.0
0,7.681,3,6.456,965892,1045.0
2,7.859,1,6.639,825467,1045.0
4,8.435,2,5.434,893203,1045.0
2,7.564,4,6.346,515031,1045.0
3,8.985,3,8.985,1856864,1045.0
3,8.553,3,8.553,484624,1045.0
0,7.604,2,6.664,879140,1045.0
0,7.617,3,5.331,713412,1045.0
2,7.529,3,7.383,2312856,1045.0
3,7.541,0,6.145,684476,1045.0
4,8.587,0,6.775,1084656,1045.0
2,8.925,4,6.716,548976,1045.0
3,7.683,0,6.265,3125798,1045.0
1,7.544,0,7.141,707978,1045.0
1,8.434,3,7.796,2036024,1045.0
2,8.064,4,7.859,627935,1045.0
1,7.277,3,7.155,927035,1095.0
3,7.005,1,6.998,1679497,1095.0
0,8.164,4,7.972,1125515,1095.0
1,9.424,1,9.424,679178,1095.0
4,7.934,0,6.396,1756726,1095.0
0,7.49,0,7.49,1174075,1095.0
1,8.912,4,7.639,1511280,1095.0
2,8.363,2,8.363,1145017,1095.0
0,7.216,4,7.007,504754,1095.0
0,7.131,0,7.131,1534102,1095.0
3,8.12,3,8.12,526350,1095.0
2,8.391,4,8.043,1756327,1095.0
2,7.996,1,7.662,851307,1095.0
0,7.919,1,6.285,1623612,1095.0
0,8.89,3,6.566,2053955,1095.0
1,7.826,0,7.231,731112,1095.0
4,8.862,1,6.163,211517,1095.0
4,8.415,4,8.415,690825,1095.0
4,7.62,2,5.587,980068,1095.0
2,8.836,0,6.72,896221,1095.0
2,8.004,1,7.937,490355,1095.0
1,8.807,1,8.807,448237,1095.0
0,9.4,1,7.51,713293,1095.0
2,8.753,1,6.148,1239848,1095.0
4,7.404,4,7.404,5272260,1095.0
2,7.413,3,7.267,543517,1095.0
4,8.398,0,6.951,941294,1095.0
2,9.219,4,7.39,1824035,1095.0
0,8.308,4,6.751,746988,1095.0
0,7.656,3,7.615,1363721,1095.0
2,8.061,2,8.061,2143282,1095.0
0,8.393,4,4.936,1414359,1095.0
4,8.4,4,8.4,1544851,1095.0
1,8.042,2,7.557,2845653,1095.0
3,9.354,2,7.898,2382263,1095.0
2,8.087,2,8.087,1462855,1095.0
1,7.441,3,6.254,1007256,1095.0
4,9.1,2,6.722,2431412,1095.0
1,7.18,3,4.954,864616,1095.0
0,8.876,0,8.876,951906,1095.0
1,8.286,2,7.582,798369,1095.0
1,9.153,2,7.41,3124998,1095.0
3,7.596,1,7.093,1478525,1095.0
3,8.151,2,6.457,533905,1095.0
0,7.546,0,7.546,1484354,1095.0
1,9.106,3,7.077,1154078,1095.0
2,7.327,0,4.994,791184,1095.0
2,7.176,4,6.891,540267,1095.0
4,8.048,4,8.048,1410454,1095.0
0,8.449,0,8.449,906019,1095.0
4,7.77,2,6.681,1801012,1095.0
0,8.221,2,7.607,952446,1095.0
2,7.64,1,6.246,1056088,1095.0
3,8.511,0,7.027,1121788,1095.0
0,8.363,0,8.363,619021,1095.0
3,8.792,2,6.702,1899432,1095.0
0,8.072,1,6.045,1222036,1095.0
0,7.715,1,7.314,1534819,1095.0
2,7.265,0,6.026,693974,1095.0
1,8.212,2,8.195,2206788,1095.0
3,8.203,3,8.203,1169417,1095.0
3,8.62,4,6.174,1260526,1095.0
1,7.644,0,7.439,1574765,1095.0
1,8.548,3,7.187,1346672,1095.0
4,7.527,0,6.645,1085755,1095.0
1,9.187,2,5.708,1567334,1095.0
2,10.031,3,6.593,428500,1095.0
3,8.349,3,8.349,925512,1095.0
4,7.561,4,7.561,2180629,1095.0
1,6.82,4,6.791,1769554,1095.0
0,9.3,1,7.238,1483819,1095.0
1,7.637,2,6.374,1135025,1095.0
1,8.172,0,7.285,3896169,1095.0
3,10.041,0,6.157,676266,1095.0
0,7.509,2,7.034,2123992,1095.0
2,7.609,1,6.945,840327,1095.0
1,8.49,4,6.839,702050,1095.0
0,7.466,4,6.854,1982942,1095.0
2,7.989,0,6.949,622554,1095.0
2,7.386,1,6.245,898625,1095.0
1,7.717,2,7.12,468007,1095.0
0,9.333,0,9.333,632486,1095.0
0,7.743,1,7.054,779993,1095.0
2,8.524,3,6.226,473706,1095.0
3,8.236,1,5.465,1320752,1095.0
2,7.529,2,7.529,1068503,1095.0
1,8.07,4,5.857,1930358,1095.0
0,7.839,1,7.815,456055,1095.0
1,8.093,3,6.616,1087679,1095.0
2,7.693,0,6.852,891473,1095.0
0,7.534,0,7.534,1865289,1095.0
0,8.006,0,8.006,2053730,1095.0
3,8.432,1,7.917,2386347,1095.0
3,9.482,4,5.085,1586919,1095.0
0,8.043,0,8.043,1834058,1095.0
1,8.661,4,8.07,3678911,1095.0
2,7.528,3,6.851,2362310,1095.0
0,9.089,0,9.089,1197112,1095.0
0,8.195,0,8.195,1003391,1095.0
2,7.958,3,5.992,1088704,1095.0
0,8.159,3,7.834,316429,1145.0
0,6.981,2,6.616,2271306,1145.0
4,7.657,4,7.657,1172466,1145.0
3,8.137,4,7.484,865240,1145.0
4,7.091,4,7.091,1291554,1145.0
3,8.875,4,7.795,1065214,1145.0
0,7.319,2,3.685,1197014,1145.0
1,9.192,2,7.293,1382136,1145.0
3,8.56,0,7.159,1856732,1145.0
1,8.519,2,8.22,3453799,1145.0
4,8.07,4,8.07,1872962,1145.0
4,8.195,0,7.655,854238,1145.0
3,9.667,1,4.34,595351,1145.0
0,7.856,0,7.856,1117164,1145.0
1,7.785,4,5.602,2318869,1145.0
2,7.86,4,7.111,2655616,1145.0
2,8.35,1,6.786,1565633,1145.0
4,7.78,4,7.78,1408875,1145.0
1,7.333,3,6.032,925628,1145.0
1,7.762,2,7.426,3021698,1145.0
0,8.633,0,8.633,958591,1145.0
1,8.383,4,6.883,1821501,1145.0
4,8.204,3,6.349,876519,1145.0
0,8.728,0,8.728,655704,1145.0
2,8.416,0,7.491,772033,1145.0
0,9.229,4,7.961,3038138,1145.0
3,7.392,3,7.392,561331,1145.0
4,7.919,1,7.603,1590450,1145.0
4,7.851,4,7.851,954987,1145.0
1,7.429,3,7.008,751150,1145.0
1,8.624,0,5.849,1371473,1145.0
0,9.152,0,9.152,679113,1145.0
1,7.051,1,7.051,1521704,1145.0
0,8.832,0,8.832,644496,1145.0
2,8.937,0,7.725,1021747,1145.0
4,8.909,4,8.909,1277607,1145.0
4,10.006,4,10.006,1169333,1145.0
0,8.074,2,5.491,2474653,1145.0
2,7.755,2,7.755,373825,1145.0
0,7.48,1,5.492,583740,1145.0
0,8.555,4,7.635,521059,1145.0
3,8.778,1,7.311,1148992,1145.0
4,8.498,1,5.227,914217,1145.0
4,8.11,2,7.517,579235,1145.0
4,7.805,0,6.359,1325067,1145.0
3,7.083,4,6.775,1178598,1145.0
2,7.932,0,4.618,731760,1145.0
1,7.496,2,7.183,2512416,1145.0
2,7.754,4,7.314,404641,1145.0
2,7.681,3,6.928,3011655,1145.0
3,7.634,4,6.103,2949082,1145.0
4,7.979,4,7.979,1764395,1145.0
2,7.36,2,7.36,1046293,1145.0
0,8.514,4,5.646,2165638,1145.0
2,8.085,0,5.722,766025,1145.0
3,8.595,4,7.141,316791,1145.0
3,7.104,3,7.104,1373204,1145.0
2,7.837,0,7.414,1734197,1145.0
2,8.107,4,7.447,600747,1145.0
3,7.643,3,7.643,3264965,1145.0
4,8.358,2,7.262,1035265,1145.0
4,7.813,3,7.004,1372064,1145.0
0,8.857,4,7.152,993502,1145.0
0,8.58,1,6.2,1206188,1145.0
0,7.612,3,7.162,2231829,1145.0
1,8.068,1,8.068,715526,1145.0
